-4.250706665735333178e-01,3.583627772767388753e-01,1.333744076174476767e-01,1.221391966410948215e-01,1.207049921363452100e-01,-2.123738397140762235e-01,7.520930799963566893e-02
-2.082332300799202562e-01,1.745449477472421074e-01,-2.341102725368404691e-01,-3.488937455900958939e-02,2.332318649155025458e-02,-7.288931177453406018e-02,7.157572905750773928e-02
5.950087664474128235e-02,-2.598500993805260770e-02,1.367849533047972022e-01,-3.629076834853972588e-01,1.952218800784367436e-01,5.220849035165097893e-03,4.758823572380103256e-02
2.755567405441726458e-02,9.471012667592293433e-02,5.582919003350390874e-02,-1.472911660378535825e-01,1.291491522531106884e-01,2.615546440672473771e-01,-9.566892174956778683e-02
2.301730710072401875e-01,-9.699702043788134553e-02,-2.380407239471350467e-01,1.847544631399132831e-01,-3.290241117996674514e-01,1.619898078175709411e-01,7.005980661421079558e-02
-7.529139020434709451e-02,-9.309443664361491400e-02,-1.849771785860013576e-02,-1.624694149724905945e-01,-2.306549646408363741e-02,-5.791014745538881903e-02,-1.008080452065987093e-01
2.022971524743728128e-02,2.556622739769832606e-02,-1.448603138918343755e-03,-2.227735096084433875e-01,8.955953903692398521e-02,-1.125119595828780010e-02,-2.127646489993873791e-01
-6.187891696655659080e-02,-1.051622583959401229e-04,7.767863812365904952e-02,-1.018247276558338077e-01,1.232685559798749747e-01,-2.513566247601810321e-05,-2.313521849132889330e-01
-9.588837344747501434e-02,-2.443954321906615657e-01,-7.365131014626925821e-02,4.056929251837436412e-02,1.743226501628599434e-01,5.000653653497055123e-02,-8.107248766779770466e-02
-2.129679338361528326e-02,-6.636127730971637384e-02,-3.157033324130855551e-02,-1.772952624331699256e-01,1.435450832263283627e-01,-9.773805986872274865e-02,-4.970410683481674662e-03
1.931052561896587361e-01,3.456391291224164553e-02,2.785631647164657498e-01,1.157730051321770315e-01,8.617255630562678514e-02,4.230359140832156140e-01,-1.742828977217562580e-01
-1.013532848870332542e-01,-1.082932918659450378e-01,-1.097232766834642242e-01,2.669179682150411067e-03,-1.358883816079670681e-01,-5.047818947840004844e-02,-4.321761890983832899e-02
-2.324298800809418697e-01,-4.040737058669952725e-02,1.158454701376627691e-02,-4.679326964089168817e-01,1.175651186027740908e-01,-5.919219461869729138e-02,-5.876948107070551625e-02
-8.900013983210773583e-02,1.261690715990182177e-01,-1.680656845696912316e-01,9.366239901418524361e-02,1.164930933169671806e-01,5.154396123437425536e-02,-1.214990789099142238e-01
3.227165563197156167e-02,-6.923880168983771732e-02,3.012907370768038717e-01,-9.116926389831146726e-02,1.509062166278340167e-01,-1.714973985808435769e-02,-9.175909928621447942e-02
-1.471149271045909535e-01,4.689862819431797059e-01,-3.474126255533422913e-01,1.081167468262115572e-01,-1.981116474594949717e-01,7.276528136424055548e-02,2.167989268961155458e-01
-2.362670969459716441e-01,-1.167219004901878798e-01,-9.984040685471802512e-02,-1.888683215842319185e-01,3.455368332944850837e-03,3.252871491934772319e-02,-2.109852852826248765e-02
1.273799996039737259e-01,3.123842355007785954e-02,-1.147245620054700849e-01,7.652694139967891607e-02,8.216528664979509677e-02,-5.553754766919983404e-02,-4.501950793142262680e-02
-5.130930215372909303e-02,4.099229981496715358e-01,6.349877179565489860e-02,-1.978826447216093520e-01,1.566577815959802403e-02,-1.388071942789108060e-01,1.902246829613263857e-01
-1.334675831580730831e-01,-2.068424134956672322e-01,-2.138029025618717605e-01,3.345664832169012448e-01,2.097033423417060671e-01,4.546523349378985175e-03,4.965492516700789061e-01
1.508954432368245224e-01,-7.385827984723936090e-02,6.124271181131976660e-02,2.131344133483814851e-01,-9.352642284402731820e-02,2.933709757377690394e-02,1.356142362080141328e-01
6.183417988573800678e-02,2.804138722782015258e-01,-5.466875310349771783e-02,2.096970692940731684e-01,-1.004846137418284741e-01,-1.385344327294839861e-01,3.537254424378342144e-01
3.525792672115913434e-02,-2.081856693388943816e-02,-5.610687330151171992e-02,-2.369424302470409249e-01,2.161394542073349079e-01,1.381601903317337676e-01,-8.333923015976608950e-02
1.582272518287705376e-01,-1.674422738034986313e-01,-4.061120899234773457e-02,-1.177469827957279280e-01,-1.519199411910432673e-01,-1.680434300140375148e-02,-9.876788822882619223e-02
-5.031135393224328567e-02,8.578509426241185797e-04,3.687577111692005860e-02,-1.106978964930423887e-01,1.022414632473645085e-01,6.923998460776625841e-02,-2.221006432443191347e-01
8.326302951507439081e-04,-6.058061332886443412e-02,1.138023029579512679e-01,-3.620684147841055772e-02,-8.270954798426714827e-02,-9.844129093355465099e-02,-1.994992705001737698e-01
2.492566249623107133e-02,2.927774233987307136e-03,-1.981204337132412008e-01,-7.134786552261329629e-02,-1.659504375110909535e-01,8.164627471435441375e-02,-1.650624712681579842e-01
1.616585110325769251e-02,-1.446981192302671491e-02,8.642538547403007254e-02,2.414564867058800468e-01,3.401685137868651603e-03,-5.417675794420397095e-02,9.602737959404956947e-02
9.267483057721967454e-02,-3.779614873615946835e-02,-4.664171017980128613e-03,5.842078038552650510e-02,-7.269925855079578669e-02,-1.400781555484519325e-01,5.666663644273436246e-02
1.405759510536213897e-01,2.730252358960850723e-01,-1.633801820563626772e-02,9.773697716684695558e-02,9.771397121087592452e-02,-3.044092858402113744e-01,3.767180551963767443e-01
-2.441148447290976062e-02,-4.772386914842385863e-01,-1.726787364923472179e-01,1.379360711734779407e-02,-1.852630931861931965e-02,1.711430713918850582e-03,-1.881239801047958349e-01
-1.234102626636259942e-01,-1.182114579891200695e-01,6.717627147005970911e-02,-8.917093692700459040e-02,2.149945304691141534e-01,-3.749202571225318525e-02,-4.654583895248254333e-02
4.505810891485418496e-02,1.292073214891294453e-01,-1.202652686543494304e-01,-5.419532125248049947e-02,-1.556577920432433426e-01,-5.866301054008019045e-02,-1.340080601456199866e-02
-1.625016458561134580e-01,7.648361632098285567e-02,1.694817447867946747e-01,-1.319843727364205244e-01,8.884189447821981556e-02,-9.181287718683796284e-02,-1.167559781118454182e-01
2.767372245915773396e-02,-3.252937834204424478e-02,9.157641356470989924e-02,-1.177480482313949944e-01,6.901035811200011139e-02,-7.115058616257584345e-02,-7.042892265586103706e-02
-4.686359247507120018e-02,-1.241208690240479529e-01,-4.178854325905666245e-02,-1.307322763276784761e-01,9.717963698334050604e-02,-4.166727922843983106e-02,-8.902117517601687569e-02
7.081001421981980570e-02,-6.778797904405839403e-02,-1.818182513403732992e-01,-1.387738276833948570e-01,-1.301307667408590704e-02,9.390986076129130555e-02,-1.197351296996197467e-01
-9.710912411611608008e-02,-2.013933624031720715e-01,1.183759535248456590e-01,-3.386643625486863984e-02,1.700820824537863929e-01,-9.869423271661932617e-02,-1.857117493219893611e-01
1.392384330437216877e-01,3.745907480367629550e-01,3.926123100750307515e-02,4.841682466091759562e-01,2.349580777916530916e-01,-1.592721167631565640e-02,1.047245040414395284e-01
6.911344522644015387e-02,4.299599675780536867e-02,8.272994333809818857e-02,-2.006156795944860627e-01,3.131113969379681894e-01,-1.491663891800164565e-01,-1.095868414741467400e-01
-1.088783584234108009e-01,-8.059087671509009010e-02,-1.661039335568486874e-01,2.141994235078976128e-01,5.489063248108414644e-02,-1.700985990526989455e-01,1.797653668145000050e-01
-1.237398934768519920e-01,-3.369811999555672594e-02,-3.145323021974082839e-02,-8.548318669814107540e-02,2.086577456840018885e-01,-1.523684769427454400e-01,-9.648797515071994013e-02
-9.699196639248948426e-02,-7.806936760272140119e-02,-1.039641777788663929e-01,2.117841788970693528e-01,6.043563844419546499e-02,1.253933277399867652e-01,-2.144155680561395660e-01
-4.944323109792297943e-02,2.792208227504574050e-02,1.691909072591196994e-01,1.061969700665699456e-01,-1.443619484906281114e-01,-5.526098608221985051e-03,-2.892792080424774759e-01
-3.632680274180699609e-02,-1.398840897049257181e-01,3.591051444834283957e-01,1.197453851045780365e-01,-2.366077309917541394e-01,-6.506601231476293046e-02,-5.629629857056801107e-02
9.374889761543590827e-02,-1.274637636806497110e-01,-1.858884488286321329e-02,2.988185582515361927e-01,-7.420863343529592558e-03,3.444554584103033147e-03,-6.724024922392211889e-02
-4.049523986594222996e-02,-2.106674930255658662e-01,-1.305976643706765116e-03,1.263631849204782942e-01,1.623914908682318470e-01,-1.158475348652955872e-01,-5.994604481967329840e-02
2.126132232028223740e-02,1.898650721603092895e-01,4.317217324536454237e-02,-2.465656707272322334e-01,3.645713131411975616e-01,-3.076905688093097696e-02,5.990466830256114400e-02
-8.430084490867542635e-02,2.329376530619337374e-02,-1.660000144262327448e-01,-1.948303655829747849e-01,-1.051277256659795267e-01,3.241811189613092586e-02,-3.807416836467972243e-02
-1.625171559865406234e-01,2.191007550297352224e-01,-9.599111803585380631e-02,-1.913391217013264700e-02,-1.837504838816254038e-01,1.435251469891672960e-01,1.914880826489818166e-01
-1.970106585642803776e-01,1.049730167443207324e-01,-1.789281618773607696e-01,3.226458970027922674e-02,1.037825654111845380e-01,-1.270520412282999945e-01,5.150772555479199433e-02
-9.360534068782516356e-03,-1.033660938254001849e-01,7.543785304120301238e-02,-3.629321663396642417e-01,1.834294890420096746e-01,-1.020685783274042358e-01,-1.615839430491552708e-01
